Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ASA,ASA Gold and Precious Metals Limited,10.12,$195.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ASB,Associated Banc-Corp,22.29,$3.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,23.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,25.149,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
ASC,Ardmore Shipping Corporation,5.9,$195.28M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
ASG,"Liberty All-Star Growth Fund, Inc.",5.09,$139.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
ASGN,ASGN Incorporated,63.23,$3.32B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
ASH,Ashland Global Holdings Inc.,78.38,$4.92B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASIX,AdvanSix Inc.,31.23,$930.74M,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
ASPN,"Aspen Aerogels, Inc.",3.3,$79.1M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",175.48,$5.26B,n/a,Transportation,Aerospace,https://www.nasdaq.com/symbol/asr
ASX,"ASE Technology Holding Co., Ltd.",4.09,$8.54B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
AT,Atlantic Power Corporation,2.5,$270.85M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATEN,"A10 Networks, Inc.",7.01,$517.33M,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
ATGE,Adtalem Global Education Inc.,49.41,$2.9B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
ATH,Athene Holding Ltd.,43.66,$8.72B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATHM,Autohome Inc.,76.97,$9.02B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ATI,Allegheny Technologies Incorporated,27.57,$3.47B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
ATKR,Atkore International Group Inc.,23.96,$1.13B,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
ATO,Atmos Energy Corporation,95.87,$11.21B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
ATR,"AptarGroup, Inc.",101.59,$6.38B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr
ATTO,Atento S.A.,4.17,$308.2M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATU,Actuant Corporation,23.3,$1.42B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
ATUS,"Altice USA, Inc.",20.7,$14.8B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
ATV,"Acorn International, Inc.",25.8393,$69.25M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
AU,AngloGold Ashanti Limited,13.52,$5.56B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
AUO,AU Optronics Corp,3.79,$3.65B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
AUY,Yamana Gold Inc.,2.75,$2.61B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy
AVA,Avista Corporation,41.19,$2.71B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVAL,Grupo Aval Acciones y Valores S.A.,7.13,$7.94B,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/aval
AVB,"AvalonBay Communities, Inc.",193.96,$26.81B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AVD,American Vanguard Corporation,17.59,$533.33M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AVH,Avianca Holdings S.A.,4.92,$613.15M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVK,Advent Claymore Convertible Securities and Income Fund,14.43,$498.2M,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
AVLR,"Avalara, Inc.",42.19,$2.81B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVNS,"Avanos Medical, Inc.",45.03,$2.14B,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVP,"Avon Products, Inc.",2.54,$1.12B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,18.19,$3.07B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
AVY,Avery Dennison Corporation,104.1,$9.03B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVYA,Avaya Holdings Corp.,17.46,$1.93B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AWF,Alliance World Dollar Government Fund II,11.53,$994.23M,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AWI,Armstrong World Industries Inc,67.92,$3.37B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
AWK,American Water Works,95.15,$17.18B,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
AWP,Aberdeen Global Premier Properties Fund,5.75,$491.1M,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
AWR,American States Water Company,66.81,$2.45B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AX,"Axos Financial, Inc.",32.91,$2.01B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXE,Anixter International Inc.,60.45,$2.02B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
AXL,"American Axle & Manufacturing Holdings, Inc.",14.59,$1.63B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
AXO,"Axos Financial, Inc.",25.35,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AXP,American Express Company,104.96,$89.66B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AXR,AMREP Corporation,6.29,$51.12M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
AXS,Axis Capital Holdings Limited,55.4,$4.63B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,23.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,23.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AXTA,Axalta Coating Systems Ltd.,26.24,$6.18B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AYI,"Acuity Brands, Inc. ",126.81,$5.06B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
AYR,Aircastle Limited,20.24,$1.54B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AYX,"Alteryx, Inc.",68.24,$4.19B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx
AZN,Astrazeneca PLC,36.87,$93.44B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
AZO,"AutoZone, Inc.",868.08,$21.88B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AZRE,Azure Power Global Limited,10.8,$442.14M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZUL,Azul S.A.,30.04,$3.39B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZZ,AZZ Inc.,45.73,$1.19B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
B,"Barnes Group, Inc.",60.04,$3.08B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
BA,Boeing Company (The),411.11,$233.26B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/ba
BABA,Alibaba Group Holding Limited,171.52,$444.61B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
BAC,Bank of America Corporation,28.73,$277.8B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,25.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,25.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,21.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,25.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1298.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.85,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BAF,BlackRock Income Investment Quality Trust,13.13,$114.88M,2002,n/a,n/a,https://www.nasdaq.com/symbol/baf
BAH,Booz Allen Hamilton Holding Corporation,53.33,$7.52B,2010,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah
BAK,Braskem S.A.,28.78,$11.45B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bak
BAM,Brookfield Asset Management Inc,43.68,$43.38B,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/bam
BANC,"Banc of California, Inc.",14.73,$746.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BAP,Credicorp Ltd.,246.79,$19.68B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
BAS,"Basic Energy Services, Inc.",5.07,$134.66M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,71.77,$38.19B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BB,BlackBerry Limited,8.31,$4.55B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BBD,Banco Bradesco Sa,11.79,$78.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDC,"Barings BDC, Inc.",9.79,$502.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
BBDO,Banco Bradesco Sa,10.49,$70.22B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BBF,BlackRock Municipal Income Investment Trust,12.88,$131.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbf
BBK,Blackrock Municipal Bond Trust,14.07,$148.06M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bbk
BBL,BHP Group Plc,44.79,$113.27B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BBN,BalckRock Taxable Municipal Bond Trust,21.92,$1.25B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BBT,BB&T Corporation,48.53,$37.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,24.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,24.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,25.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BBU,Brookfield Business Partners L.P.,33.05,$2.19B,2016,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.96,$39.74B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBW,"Build-A-Bear Workshop, Inc.",5.07,$75.83M,2004,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/bbw
BBX,BBX Capital Corporation,6.23,$604.56M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BBY,"Best Buy Co., Inc.",59.46,$16B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BC,Brunswick Corporation,49.27,$4.27B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bc
BC^A,Brunswick Corporation,25.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bc^a
BC^B,Brunswick Corporation,25.3271,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bc^b
BCC,"Boise Cascade, L.L.C.",27.58,$1.07B,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bcc
BCE,"BCE, Inc.",43.53,$39.1B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BCEI,"Bonanza Creek Energy, Inc.",23.78,$488.53M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bcei
BCH,Banco De Chile,31.9,$48.34B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BCO,Brink&#39;s Company (The),73.22,$3.71B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/bco
BCRH,Blue Capital Reinsurance Holdings Ltd.,6.96,$61.02M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bcrh
BCS,Barclays PLC,8.34,$35.73B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BCSF,"Bain Capital Specialty Finance, Inc.",19.44,$1B,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf
BCX,BlackRock Resources,7.91,$775.48M,2011,n/a,n/a,https://www.nasdaq.com/symbol/bcx
BDC,Belden Inc,55.95,$2.26B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,76.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BDJ,Blackrock Enhanced Equity Dividend Trust,8.6,$1.61B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
BDN,Brandywine Realty Trust,15.58,$2.78B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn
BDX,"Becton, Dickinson and Company",243.07,$65.5B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",60.64,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BE,Bloom Energy Corporation,10.16,$1.11B,2018,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/be
BEDU,Bright Scholar Education Holdings Limited,10.86,$1.35B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bedu
BEL,Belmond Ltd.,24.88,$2.54B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BEN,"Franklin Resources, Inc.",30.33,$15.45B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ben
BEP,Brookfield Renewable Partners L.P.,28.59,$5.11B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bep
BERY,"Berry Global Group, Inc.",50.56,$6.59B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bf.b
BFAM,Bright Horizons Family Solutions Inc.,117.3,$6.81B,2013,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam
BFK,BlackRock Municipal Income Trust,12.68,$568.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfk
BFO,Blackrock Florida Municipal 2020 Term Trust,14.1801,$78.87M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BFR,BBVA Banco Frances S.A.,13.4,$2.74B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BFS,"Saul Centers, Inc.",55.08,$1.24B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",26.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",23.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
BFY,BlackRock New York Municipal Income Trust II,13.0045,$65.09M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bfy
BFZ,BlackRock California Municipal Income Trust,12.41,$395.91M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
BG,Bunge Limited,54.23,$7.65B,2001,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bg
BGB,Blackstone / GSO Strategic Credit Fund,14.4,$643.17M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgb
BGG,Briggs & Stratton Corporation,12.87,$545.54M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg
BGH,Babson Global Short Duration High Yield Fund,17.57,$352.42M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.82,$195.18M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BGR,BlackRock Energy and Resources Trust,12,$357.9M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BGS,"B&G Foods, Inc.",25.72,$1.7B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BGT,Blackrock Global,12.22,$289.21M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BGX,Blackstone GSO Long Short Credit Income Fund,14.97,$190.15M,2011,n/a,n/a,https://www.nasdaq.com/symbol/bgx
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.46,$595.41M,2007,n/a,n/a,https://www.nasdaq.com/symbol/bgy
BH,Biglari Holdings Inc.,127.44,$263.51M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BHC,Bausch Health Companies Inc.,25.49,$8.92B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BHE,"Benchmark Electronics, Inc.",26.6,$1.16B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BHGE,"Baker Hughes, a GE company",24.88,$27.37B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BHK,Blackrock Core Bond Trust,13,$701.16M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
BHLB,"Berkshire Hills Bancorp, Inc.",28.2,$1.28B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BHP,BHP Group Limited,51.01,$129B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BHR,Braemar Hotels & Resorts Inc.,11.6,$377.14M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bhr
BHR^B,Braemar Hotels & Resorts Inc.,18.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bhr^b
BHR^D,Braemar Hotels & Resorts Inc.,24.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bhr^d
BHV,BlackRock Virginia Municipal Bond Trust,15.4379,$24.76M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bhv
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,42.17,$1.86B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BID,Sotheby&#39;s,40.56,$1.88B,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
BIF,"USLIFE Income Fund, Inc.",10.79,$1.14B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bif
BIG,"Big Lots, Inc.",31.98,$1.28B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BIO,"Bio-Rad Laboratories, Inc.",252.7,$7.57B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BIP,Brookfield Infrastructure Partners LP,39.2,$10.87B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/bip
BIT,BlackRock Multi-Sector Income Trust,16.44,$623.84M,2013,n/a,n/a,https://www.nasdaq.com/symbol/bit
BITA,Bitauto Holdings Limited,19.12,$1.39B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",26.9,$3.68B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BK,Bank Of New York Mellon Corporation (The),52.32,$50.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),24.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BKD,Brookdale Senior Living Inc.,8,$1.5B,2005,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/bkd
BKE,"Buckle, Inc. (The)",17.3,$848.01M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/bke
BKH,Black Hills Corporation,66.42,$3.98B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",50.76,$7.58B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BKK,Blackrock Municipal 2020 Term Trust,14.9433,$302.4M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bkk
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),13.89,$238.71M,1993,n/a,n/a,https://www.nasdaq.com/symbol/bkn
BKS,"Barnes & Noble, Inc.",5.79,$422.78M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
BKT,BlackRock Income Trust Inc. (The),5.9,$376.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bkt
BKU,"BankUnited, Inc.",34.73,$3.44B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BLD,TopBuild Corp.,52.8,$1.83B,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld
BLE,BlackRock Municipal Income Trust II,13.75,$323.54M,2002,n/a,n/a,https://www.nasdaq.com/symbol/ble
BLK,"BlackRock, Inc.",416.39,$66.01B,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/blk
BLL,Ball Corporation,53.21,$18.05B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
